system:index,elevation,.geo
9871,2925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67375000002933,39.43125000000823]}"
9872,2919,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.672916666696,39.43125000000823]}"
9873,2915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67208333336266,39.43125000000823]}"
9874,2917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67125000002933,39.43125000000823]}"
9875,2921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.670416666696,39.43125000000823]}"
9876,2921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66958333336267,39.43125000000823]}"
9877,2922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66875000002933,39.43125000000823]}"
9878,2922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.667916666696,39.43125000000823]}"
9879,2921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66708333336267,39.43125000000823]}"
9880,2922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66625000002934,39.43125000000823]}"
9881,2921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.665416666696,39.43125000000823]}"
9882,2918,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66458333336267,39.43125000000823]}"
9883,2906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66375000002934,39.43125000000823]}"
9884,2889,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.662916666696,39.43125000000823]}"
9885,2894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66208333336267,39.43125000000823]}"
9886,2905,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66125000002934,39.43125000000823]}"
9887,2923,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66041666669601,39.43125000000823]}"
9888,2939,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65958333336268,39.43125000000823]}"
9889,2951,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65875000002934,39.43125000000823]}"
9890,2956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65791666669601,39.43125000000823]}"
9891,2958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65708333336268,39.43125000000823]}"
9892,2946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65625000002933,39.43125000000823]}"
9893,2927,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.655416666696,39.43125000000823]}"
9894,2905,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65458333336267,39.43125000000823]}"
9895,2888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65375000002933,39.43125000000823]}"
9896,2906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.652916666696,39.43125000000823]}"
9897,2933,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65208333336267,39.43125000000823]}"
9898,2957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65125000002934,39.43125000000823]}"
9899,2988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.650416666696,39.43125000000823]}"
9900,3009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64958333336267,39.43125000000823]}"
9901,3006,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64875000002934,39.43125000000823]}"
9902,2986,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.647916666696,39.43125000000823]}"
9903,2954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64708333336267,39.43125000000823]}"
9904,2922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64625000002934,39.43125000000823]}"
9905,2932,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64541666669601,39.43125000000823]}"
9906,2955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64458333336268,39.43125000000823]}"
9907,2975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64375000002934,39.43125000000823]}"
9908,2988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64291666669601,39.43125000000823]}"
9909,2992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64208333336268,39.43125000000823]}"
9910,2990,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64125000002934,39.43125000000823]}"
9911,2987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64041666669601,39.43125000000823]}"
9912,2989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63958333336268,39.43125000000823]}"
9913,2993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63875000002935,39.43125000000823]}"
9914,2995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63791666669601,39.43125000000823]}"
9915,2995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63708333336268,39.43125000000823]}"
9916,2997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63625000002935,39.43125000000823]}"
9917,3003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63541666669602,39.43125000000823]}"
9918,3011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63458333336268,39.43125000000823]}"
9919,3022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63375000002935,39.43125000000823]}"
9920,3034,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63291666669602,39.43125000000823]}"
9921,3030,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63208333336269,39.43125000000823]}"
9922,3006,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63125000002935,39.43125000000823]}"
9923,2978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63041666669602,39.43125000000823]}"
9924,2963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62958333336269,39.43125000000823]}"
9925,2951,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62875000002934,39.43125000000823]}"
9926,2938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62791666669601,39.43125000000823]}"
9927,2925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62708333336268,39.43125000000823]}"
9928,2904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62625000002934,39.43125000000823]}"
9929,2892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62541666669601,39.43125000000823]}"
9930,2890,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62458333336268,39.43125000000823]}"
9931,2886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62375000002935,39.43125000000823]}"
9932,2881,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62291666669601,39.43125000000823]}"
9933,2882,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62208333336268,39.43125000000823]}"
9934,2879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62125000002935,39.43125000000823]}"
9935,2879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62041666669602,39.43125000000823]}"
9936,2877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61958333336268,39.43125000000823]}"
9937,2874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61875000002935,39.43125000000823]}"
9938,2883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61791666669602,39.43125000000823]}"
9939,2898,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61708333336269,39.43125000000823]}"
9940,2912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61625000002935,39.43125000000823]}"
9941,2918,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61541666669602,39.43125000000823]}"
9942,2921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61458333336269,39.43125000000823]}"
9943,2938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61375000002936,39.43125000000823]}"
9944,2985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61291666669602,39.43125000000823]}"
9945,3040,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61208333336269,39.43125000000823]}"
9946,3070,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61125000002936,39.43125000000823]}"
9947,3086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61041666669603,39.43125000000823]}"
9948,3094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60958333336269,39.43125000000823]}"
9949,3101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60875000002936,39.43125000000823]}"
9950,3127,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60791666669603,39.43125000000823]}"
9951,3147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6070833333627,39.43125000000823]}"
9952,3143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60625000002936,39.43125000000823]}"
9953,3137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60541666669603,39.43125000000823]}"
9954,3145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6045833333627,39.43125000000823]}"
9955,3152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60375000002936,39.43125000000823]}"
9956,3164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60291666669603,39.43125000000823]}"
9957,3162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6020833333627,39.43125000000823]}"
9958,3154,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60125000002937,39.43125000000823]}"
9959,3157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60041666669602,39.43125000000823]}"
9960,3466,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69958333336265,39.430416666674894]}"
9961,3445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69875000002932,39.430416666674894]}"
9962,3429,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69791666669599,39.430416666674894]}"
9963,3414,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69708333336266,39.430416666674894]}"
9964,3397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69625000002932,39.430416666674894]}"
9965,3377,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69541666669599,39.430416666674894]}"
9966,3361,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69458333336266,39.430416666674894]}"
9967,3324,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69375000002933,39.430416666674894]}"
9968,3291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.692916666696,39.430416666674894]}"
9969,3256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69208333336266,39.430416666674894]}"
9970,3229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69125000002933,39.430416666674894]}"
9971,3205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.690416666696,39.430416666674894]}"
9972,3194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68958333336266,39.430416666674894]}"
9973,3189,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68875000002933,39.430416666674894]}"
9974,3182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.687916666696,39.430416666674894]}"
9975,3165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68708333336266,39.430416666674894]}"
9976,3143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68625000002933,39.430416666674894]}"
9977,3119,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.685416666696,39.430416666674894]}"
9978,3096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68458333336265,39.430416666674894]}"
9979,3077,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68375000002932,39.430416666674894]}"
9980,3058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68291666669599,39.430416666674894]}"
9981,3040,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68208333336266,39.430416666674894]}"
9982,3020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68125000002932,39.430416666674894]}"
9983,3007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68041666669599,39.430416666674894]}"
9984,2990,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67958333336266,39.430416666674894]}"
9985,2970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67875000002932,39.430416666674894]}"
9986,2960,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67791666669599,39.430416666674894]}"
9987,2958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67708333336266,39.430416666674894]}"
9988,2952,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67625000002933,39.430416666674894]}"
9989,2946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.675416666696,39.430416666674894]}"
9990,2942,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67458333336266,39.430416666674894]}"
9991,2937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67375000002933,39.430416666674894]}"
9992,2934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.672916666696,39.430416666674894]}"
9993,2931,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67208333336266,39.430416666674894]}"
9994,2933,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67125000002933,39.430416666674894]}"
9995,2936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.670416666696,39.430416666674894]}"
9996,2942,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66958333336267,39.430416666674894]}"
9997,2943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66875000002933,39.430416666674894]}"
9998,2940,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.667916666696,39.430416666674894]}"
9999,2943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66708333336267,39.430416666674894]}"
10000,2949,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66625000002934,39.430416666674894]}"
10001,2950,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.665416666696,39.430416666674894]}"
10002,2946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66458333336267,39.430416666674894]}"
10003,2934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66375000002934,39.430416666674894]}"
10004,2915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.662916666696,39.430416666674894]}"
10005,2894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66208333336267,39.430416666674894]}"
10006,2885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66125000002934,39.430416666674894]}"
10007,2895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66041666669601,39.430416666674894]}"
10008,2912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65958333336268,39.430416666674894]}"
10009,2922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65875000002934,39.430416666674894]}"
10010,2931,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65791666669601,39.430416666674894]}"
10011,2940,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65708333336268,39.430416666674894]}"
10012,2942,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65625000002933,39.430416666674894]}"
10013,2926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.655416666696,39.430416666674894]}"
10014,2903,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65458333336267,39.430416666674894]}"
10015,2885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65375000002933,39.430416666674894]}"
10016,2887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.652916666696,39.430416666674894]}"
10017,2912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65208333336267,39.430416666674894]}"
10018,2940,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65125000002934,39.430416666674894]}"
10019,2971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.650416666696,39.430416666674894]}"
10020,2995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64958333336267,39.430416666674894]}"
10021,3008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64875000002934,39.430416666674894]}"
10022,2997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.647916666696,39.430416666674894]}"
10023,2966,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64708333336267,39.430416666674894]}"
10024,2926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64625000002934,39.430416666674894]}"
10025,2931,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64541666669601,39.430416666674894]}"
10026,2963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64458333336268,39.430416666674894]}"
10027,2984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64375000002934,39.430416666674894]}"
10028,2992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64291666669601,39.430416666674894]}"
10029,2989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64208333336268,39.430416666674894]}"
10030,2986,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64125000002934,39.430416666674894]}"
10031,2987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64041666669601,39.430416666674894]}"
10032,2991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63958333336268,39.430416666674894]}"
10033,2989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63875000002935,39.430416666674894]}"
10034,2989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63791666669601,39.430416666674894]}"
10035,2991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63708333336268,39.430416666674894]}"
10036,2992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63625000002935,39.430416666674894]}"
10037,3006,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63541666669602,39.430416666674894]}"
10038,3019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63458333336268,39.430416666674894]}"
10039,3025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63375000002935,39.430416666674894]}"
10040,3010,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63291666669602,39.430416666674894]}"
10041,2986,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63208333336269,39.430416666674894]}"
10042,2962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63125000002935,39.430416666674894]}"
10043,2943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63041666669602,39.430416666674894]}"
10044,2929,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62958333336269,39.430416666674894]}"
10045,2923,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62875000002934,39.430416666674894]}"
10046,2921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62791666669601,39.430416666674894]}"
10047,2907,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62708333336268,39.430416666674894]}"
10048,2884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62625000002934,39.430416666674894]}"
10049,2882,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62541666669601,39.430416666674894]}"
10050,2890,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62458333336268,39.430416666674894]}"
10051,2886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62375000002935,39.430416666674894]}"
10052,2876,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62291666669601,39.430416666674894]}"
10053,2878,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62208333336268,39.430416666674894]}"
10054,2881,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62125000002935,39.430416666674894]}"
10055,2887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62041666669602,39.430416666674894]}"
10056,2893,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61958333336268,39.430416666674894]}"
10057,2889,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61875000002935,39.430416666674894]}"
10058,2897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61791666669602,39.430416666674894]}"
10059,2910,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61708333336269,39.430416666674894]}"
10060,2924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61625000002935,39.430416666674894]}"
10061,2936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61541666669602,39.430416666674894]}"
10062,2947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61458333336269,39.430416666674894]}"
10063,2960,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61375000002936,39.430416666674894]}"
10064,2985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61291666669602,39.430416666674894]}"
10065,3032,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61208333336269,39.430416666674894]}"
10066,3090,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61125000002936,39.430416666674894]}"
10067,3120,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61041666669603,39.430416666674894]}"
10068,3148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60958333336269,39.430416666674894]}"
10069,3162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60875000002936,39.430416666674894]}"
10070,3177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60791666669603,39.430416666674894]}"
10071,3207,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6070833333627,39.430416666674894]}"
10072,3214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60625000002936,39.430416666674894]}"
10073,3216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60541666669603,39.430416666674894]}"
10074,3232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6045833333627,39.430416666674894]}"
10075,3255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60375000002936,39.430416666674894]}"
10076,3241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60291666669603,39.430416666674894]}"
10077,3250,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6020833333627,39.430416666674894]}"
10078,3266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60125000002937,39.430416666674894]}"
10079,3256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60041666669602,39.430416666674894]}"
10080,3437,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69958333336265,39.42958333334156]}"
10081,3400,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69875000002932,39.42958333334156]}"
10082,3389,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69791666669599,39.42958333334156]}"
10083,3380,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69708333336266,39.42958333334156]}"
10084,3362,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69625000002932,39.42958333334156]}"
10085,3348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69541666669599,39.42958333334156]}"
10086,3337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69458333336266,39.42958333334156]}"
10087,3308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69375000002933,39.42958333334156]}"
10088,3280,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.692916666696,39.42958333334156]}"
10089,3248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69208333336266,39.42958333334156]}"
10090,3215,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69125000002933,39.42958333334156]}"
10091,3178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.690416666696,39.42958333334156]}"
10092,3162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68958333336266,39.42958333334156]}"
10093,3157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68875000002933,39.42958333334156]}"
10094,3145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.687916666696,39.42958333334156]}"
10095,3127,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68708333336266,39.42958333334156]}"
10096,3107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68625000002933,39.42958333334156]}"
10097,3090,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.685416666696,39.42958333334156]}"
10098,3074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68458333336265,39.42958333334156]}"
10099,3063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68375000002932,39.42958333334156]}"
10100,3054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68291666669599,39.42958333334156]}"
10101,3044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68208333336266,39.42958333334156]}"
10102,3035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68125000002932,39.42958333334156]}"
10103,3021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68041666669599,39.42958333334156]}"
10104,3001,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67958333336266,39.42958333334156]}"
10105,2983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67875000002932,39.42958333334156]}"
10106,2970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67791666669599,39.42958333334156]}"
10107,2967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67708333336266,39.42958333334156]}"
10108,2960,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67625000002933,39.42958333334156]}"
10109,2954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.675416666696,39.42958333334156]}"
10110,2953,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67458333336266,39.42958333334156]}"
10111,2945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67375000002933,39.42958333334156]}"
10112,2946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.672916666696,39.42958333334156]}"
10113,2948,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67208333336266,39.42958333334156]}"
10114,2952,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67125000002933,39.42958333334156]}"
10115,2964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.670416666696,39.42958333334156]}"
10116,2967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66958333336267,39.42958333334156]}"
10117,2964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66875000002933,39.42958333334156]}"
10118,2964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.667916666696,39.42958333334156]}"
10119,2965,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66708333336267,39.42958333334156]}"
10120,2967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66625000002934,39.42958333334156]}"
10121,2965,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.665416666696,39.42958333334156]}"
10122,2961,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66458333336267,39.42958333334156]}"
10123,2956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66375000002934,39.42958333334156]}"
10124,2943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.662916666696,39.42958333334156]}"
10125,2924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66208333336267,39.42958333334156]}"
10126,2897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66125000002934,39.42958333334156]}"
10127,2880,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66041666669601,39.42958333334156]}"
10128,2882,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65958333336268,39.42958333334156]}"
10129,2888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65875000002934,39.42958333334156]}"
