system:index,elevation,.geo
3932,3211,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62291666669601,39.47291666667488]}"
3933,3234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62208333336268,39.47291666667488]}"
3934,3267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62125000002935,39.47291666667488]}"
3935,3296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62041666669602,39.47291666667488]}"
3936,3329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61958333336268,39.47291666667488]}"
3937,3359,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61875000002935,39.47291666667488]}"
3938,3397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61791666669602,39.47291666667488]}"
3939,3412,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61708333336269,39.47291666667488]}"
3940,3426,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61625000002935,39.47291666667488]}"
3941,3443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61541666669602,39.47291666667488]}"
3942,3466,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61458333336269,39.47291666667488]}"
3943,3485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61375000002936,39.47291666667488]}"
3944,3513,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61291666669602,39.47291666667488]}"
3945,3531,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61208333336269,39.47291666667488]}"
3946,3550,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61125000002936,39.47291666667488]}"
3947,3551,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61041666669603,39.47291666667488]}"
3948,3532,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60958333336269,39.47291666667488]}"
3949,3518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60875000002936,39.47291666667488]}"
3950,3512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60791666669603,39.47291666667488]}"
3951,3524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6070833333627,39.47291666667488]}"
3952,3539,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60625000002936,39.47291666667488]}"
3953,3559,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60541666669603,39.47291666667488]}"
3954,3580,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6045833333627,39.47291666667488]}"
3955,3589,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60375000002936,39.47291666667488]}"
3956,3595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60291666669603,39.47291666667488]}"
3957,3588,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6020833333627,39.47291666667488]}"
3958,3586,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60125000002937,39.47291666667488]}"
3959,3584,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60041666669602,39.47291666667488]}"
3960,3236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69958333336265,39.472083333341544]}"
3961,3251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69875000002932,39.472083333341544]}"
3962,3265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69791666669599,39.472083333341544]}"
3963,3277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69708333336266,39.472083333341544]}"
3964,3284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69625000002932,39.472083333341544]}"
3965,3289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69541666669599,39.472083333341544]}"
3966,3297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69458333336266,39.472083333341544]}"
3967,3306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69375000002933,39.472083333341544]}"
3968,3320,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.692916666696,39.472083333341544]}"
3969,3335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69208333336266,39.472083333341544]}"
3970,3338,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69125000002933,39.472083333341544]}"
3971,3342,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.690416666696,39.472083333341544]}"
3972,3339,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68958333336266,39.472083333341544]}"
3973,3318,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68875000002933,39.472083333341544]}"
3974,3298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.687916666696,39.472083333341544]}"
3975,3283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68708333336266,39.472083333341544]}"
3976,3256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68625000002933,39.472083333341544]}"
3977,3243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.685416666696,39.472083333341544]}"
3978,3247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68458333336265,39.472083333341544]}"
3979,3247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68375000002932,39.472083333341544]}"
3980,3243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68291666669599,39.472083333341544]}"
3981,3229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68208333336266,39.472083333341544]}"
3982,3205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68125000002932,39.472083333341544]}"
3983,3171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68041666669599,39.472083333341544]}"
3984,3151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67958333336266,39.472083333341544]}"
3985,3145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67875000002932,39.472083333341544]}"
3986,3140,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67791666669599,39.472083333341544]}"
3987,3137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67708333336266,39.472083333341544]}"
3988,3147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67625000002933,39.472083333341544]}"
3989,3162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.675416666696,39.472083333341544]}"
3990,3178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67458333336266,39.472083333341544]}"
3991,3194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67375000002933,39.472083333341544]}"
3992,3208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.672916666696,39.472083333341544]}"
3993,3227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67208333336266,39.472083333341544]}"
3994,3242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67125000002933,39.472083333341544]}"
3995,3257,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.670416666696,39.472083333341544]}"
3996,3271,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66958333336267,39.472083333341544]}"
3997,3287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66875000002933,39.472083333341544]}"
3998,3297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.667916666696,39.472083333341544]}"
3999,3298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66708333336267,39.472083333341544]}"
4000,3301,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66625000002934,39.472083333341544]}"
4001,3310,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.665416666696,39.472083333341544]}"
4002,3317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66458333336267,39.472083333341544]}"
4003,3321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66375000002934,39.472083333341544]}"
4004,3328,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.662916666696,39.472083333341544]}"
4005,3329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66208333336267,39.472083333341544]}"
4006,3329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66125000002934,39.472083333341544]}"
4007,3331,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66041666669601,39.472083333341544]}"
4008,3329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65958333336268,39.472083333341544]}"
4009,3330,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65875000002934,39.472083333341544]}"
4010,3325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65791666669601,39.472083333341544]}"
4011,3322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65708333336268,39.472083333341544]}"
4012,3316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65625000002933,39.472083333341544]}"
4013,3312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.655416666696,39.472083333341544]}"
4014,3299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65458333336267,39.472083333341544]}"
4015,3280,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65375000002933,39.472083333341544]}"
4016,3266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.652916666696,39.472083333341544]}"
4017,3251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65208333336267,39.472083333341544]}"
4018,3248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65125000002934,39.472083333341544]}"
4019,3265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.650416666696,39.472083333341544]}"
4020,3308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64958333336267,39.472083333341544]}"
4021,3353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64875000002934,39.472083333341544]}"
4022,3382,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.647916666696,39.472083333341544]}"
4023,3408,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64708333336267,39.472083333341544]}"
4024,3429,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64625000002934,39.472083333341544]}"
4025,3422,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64541666669601,39.472083333341544]}"
4026,3392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64458333336268,39.472083333341544]}"
4027,3353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64375000002934,39.472083333341544]}"
4028,3343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64291666669601,39.472083333341544]}"
4029,3363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64208333336268,39.472083333341544]}"
4030,3386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64125000002934,39.472083333341544]}"
4031,3394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64041666669601,39.472083333341544]}"
4032,3387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63958333336268,39.472083333341544]}"
4033,3363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63875000002935,39.472083333341544]}"
4034,3336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63791666669601,39.472083333341544]}"
4035,3329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63708333336268,39.472083333341544]}"
4036,3321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63625000002935,39.472083333341544]}"
4037,3298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63541666669602,39.472083333341544]}"
4038,3273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63458333336268,39.472083333341544]}"
4039,3251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63375000002935,39.472083333341544]}"
4040,3237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63291666669602,39.472083333341544]}"
4041,3215,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63208333336269,39.472083333341544]}"
4042,3187,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63125000002935,39.472083333341544]}"
4043,3159,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63041666669602,39.472083333341544]}"
4044,3142,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62958333336269,39.472083333341544]}"
4045,3131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62875000002934,39.472083333341544]}"
4046,3132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62791666669601,39.472083333341544]}"
4047,3133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62708333336268,39.472083333341544]}"
4048,3133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62625000002934,39.472083333341544]}"
4049,3144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62541666669601,39.472083333341544]}"
4050,3157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62458333336268,39.472083333341544]}"
4051,3166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62375000002935,39.472083333341544]}"
4052,3184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62291666669601,39.472083333341544]}"
4053,3201,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62208333336268,39.472083333341544]}"
4054,3226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62125000002935,39.472083333341544]}"
4055,3253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62041666669602,39.472083333341544]}"
4056,3293,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61958333336268,39.472083333341544]}"
4057,3332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61875000002935,39.472083333341544]}"
4058,3370,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61791666669602,39.472083333341544]}"
4059,3413,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61708333336269,39.472083333341544]}"
4060,3428,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61625000002935,39.472083333341544]}"
4061,3441,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61541666669602,39.472083333341544]}"
4062,3457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61458333336269,39.472083333341544]}"
4063,3484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61375000002936,39.472083333341544]}"
4064,3507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61291666669602,39.472083333341544]}"
4065,3514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61208333336269,39.472083333341544]}"
4066,3522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61125000002936,39.472083333341544]}"
4067,3522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61041666669603,39.472083333341544]}"
4068,3508,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60958333336269,39.472083333341544]}"
4069,3499,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60875000002936,39.472083333341544]}"
4070,3505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60791666669603,39.472083333341544]}"
4071,3512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6070833333627,39.472083333341544]}"
4072,3524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60625000002936,39.472083333341544]}"
4073,3538,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60541666669603,39.472083333341544]}"
4074,3551,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6045833333627,39.472083333341544]}"
4075,3561,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60375000002936,39.472083333341544]}"
4076,3573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60291666669603,39.472083333341544]}"
4077,3570,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6020833333627,39.472083333341544]}"
4078,3568,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60125000002937,39.472083333341544]}"
4079,3562,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60041666669602,39.472083333341544]}"
4080,3256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69958333336265,39.47125000000821]}"
4081,3274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69875000002932,39.47125000000821]}"
4082,3287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69791666669599,39.47125000000821]}"
4083,3299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69708333336266,39.47125000000821]}"
4084,3311,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69625000002932,39.47125000000821]}"
4085,3323,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69541666669599,39.47125000000821]}"
4086,3331,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69458333336266,39.47125000000821]}"
4087,3344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69375000002933,39.47125000000821]}"
4088,3349,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.692916666696,39.47125000000821]}"
4089,3356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69208333336266,39.47125000000821]}"
4090,3358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69125000002933,39.47125000000821]}"
4091,3359,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.690416666696,39.47125000000821]}"
4092,3351,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68958333336266,39.47125000000821]}"
4093,3331,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68875000002933,39.47125000000821]}"
4094,3303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.687916666696,39.47125000000821]}"
4095,3279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68708333336266,39.47125000000821]}"
4096,3262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68625000002933,39.47125000000821]}"
4097,3266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.685416666696,39.47125000000821]}"
4098,3273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68458333336265,39.47125000000821]}"
4099,3275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68375000002932,39.47125000000821]}"
4100,3267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68291666669599,39.47125000000821]}"
4101,3242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68208333336266,39.47125000000821]}"
4102,3208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68125000002932,39.47125000000821]}"
4103,3179,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68041666669599,39.47125000000821]}"
4104,3161,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67958333336266,39.47125000000821]}"
4105,3169,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67875000002932,39.47125000000821]}"
4106,3168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67791666669599,39.47125000000821]}"
4107,3160,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67708333336266,39.47125000000821]}"
4108,3158,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67625000002933,39.47125000000821]}"
4109,3158,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.675416666696,39.47125000000821]}"
4110,3161,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67458333336266,39.47125000000821]}"
4111,3172,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67375000002933,39.47125000000821]}"
4112,3182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.672916666696,39.47125000000821]}"
4113,3193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67208333336266,39.47125000000821]}"
4114,3209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67125000002933,39.47125000000821]}"
4115,3228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.670416666696,39.47125000000821]}"
4116,3243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66958333336267,39.47125000000821]}"
4117,3254,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66875000002933,39.47125000000821]}"
4118,3260,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.667916666696,39.47125000000821]}"
4119,3263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66708333336267,39.47125000000821]}"
4120,3268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66625000002934,39.47125000000821]}"
4121,3278,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.665416666696,39.47125000000821]}"
4122,3283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66458333336267,39.47125000000821]}"
4123,3283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66375000002934,39.47125000000821]}"
4124,3287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.662916666696,39.47125000000821]}"
4125,3290,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66208333336267,39.47125000000821]}"
4126,3292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66125000002934,39.47125000000821]}"
4127,3293,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66041666669601,39.47125000000821]}"
4128,3294,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65958333336268,39.47125000000821]}"
4129,3299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65875000002934,39.47125000000821]}"
4130,3300,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65791666669601,39.47125000000821]}"
4131,3298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65708333336268,39.47125000000821]}"
4132,3296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65625000002933,39.47125000000821]}"
4133,3298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.655416666696,39.47125000000821]}"
4134,3295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65458333336267,39.47125000000821]}"
4135,3292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65375000002933,39.47125000000821]}"
4136,3286,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.652916666696,39.47125000000821]}"
4137,3279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65208333336267,39.47125000000821]}"
4138,3275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65125000002934,39.47125000000821]}"
4139,3275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.650416666696,39.47125000000821]}"
4140,3299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64958333336267,39.47125000000821]}"
4141,3343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64875000002934,39.47125000000821]}"
4142,3387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.647916666696,39.47125000000821]}"
4143,3415,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64708333336267,39.47125000000821]}"
4144,3437,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64625000002934,39.47125000000821]}"
4145,3453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64541666669601,39.47125000000821]}"
4146,3441,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64458333336268,39.47125000000821]}"
4147,3405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64375000002934,39.47125000000821]}"
4148,3374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64291666669601,39.47125000000821]}"
4149,3369,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64208333336268,39.47125000000821]}"
4150,3406,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64125000002934,39.47125000000821]}"
4151,3421,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64041666669601,39.47125000000821]}"
4152,3411,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63958333336268,39.47125000000821]}"
4153,3385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63875000002935,39.47125000000821]}"
4154,3355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63791666669601,39.47125000000821]}"
4155,3353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63708333336268,39.47125000000821]}"
4156,3360,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63625000002935,39.47125000000821]}"
4157,3352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63541666669602,39.47125000000821]}"
4158,3333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63458333336268,39.47125000000821]}"
4159,3310,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63375000002935,39.47125000000821]}"
4160,3293,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63291666669602,39.47125000000821]}"
4161,3283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63208333336269,39.47125000000821]}"
4162,3276,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63125000002935,39.47125000000821]}"
4163,3232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63041666669602,39.47125000000821]}"
4164,3204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62958333336269,39.47125000000821]}"
4165,3176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62875000002934,39.47125000000821]}"
4166,3168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62791666669601,39.47125000000821]}"
4167,3158,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62708333336268,39.47125000000821]}"
4168,3150,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62625000002934,39.47125000000821]}"
4169,3153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62541666669601,39.47125000000821]}"
4170,3160,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62458333336268,39.47125000000821]}"
4171,3168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62375000002935,39.47125000000821]}"
4172,3175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62291666669601,39.47125000000821]}"
4173,3193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62208333336268,39.47125000000821]}"
4174,3214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62125000002935,39.47125000000821]}"
4175,3237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62041666669602,39.47125000000821]}"
4176,3270,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61958333336268,39.47125000000821]}"
4177,3302,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61875000002935,39.47125000000821]}"
4178,3340,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61791666669602,39.47125000000821]}"
4179,3380,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61708333336269,39.47125000000821]}"
4180,3411,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61625000002935,39.47125000000821]}"
4181,3436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61541666669602,39.47125000000821]}"
4182,3448,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61458333336269,39.47125000000821]}"
4183,3465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61375000002936,39.47125000000821]}"
4184,3485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61291666669602,39.47125000000821]}"
4185,3495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61208333336269,39.47125000000821]}"
4186,3499,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61125000002936,39.47125000000821]}"
4187,3499,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61041666669603,39.47125000000821]}"
4188,3490,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60958333336269,39.47125000000821]}"
4189,3490,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60875000002936,39.47125000000821]}"
4190,3501,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60791666669603,39.47125000000821]}"
